Date,Adj Close_SUDARSCHEM.NS,Close_SUDARSCHEM.NS,High_SUDARSCHEM.NS,Low_SUDARSCHEM.NS,Open_SUDARSCHEM.NS,Volume_SUDARSCHEM.NS,Date
2020-12-07,469.64593505859375,483.45001220703125,523.7999877929688,479.5,507.45001220703125,2011455,2020-12-07
2020-12-14,472.8031005859375,486.70001220703125,496.0,475.1000061035156,486.95001220703125,600278,2020-12-14
2020-12-21,456.5314025878906,469.95001220703125,488.8999938964844,440.0,485.0,571748,2020-12-21
2020-12-28,467.50872802734375,481.25,492.8999938964844,469.0,473.8999938964844,448846,2020-12-28
2021-01-04,481.0118408203125,495.1499938964844,504.0,478.25,482.20001220703125,931285,2021-01-04
2021-01-11,490.0948486328125,504.5,512.0,496.0,497.0,963458,2021-01-11
2021-01-18,489.9005432128906,504.29998779296875,519.0,496.0,504.6000061035156,839871,2021-01-18
2021-01-25,491.98919677734375,506.45001220703125,523.9500122070312,486.04998779296875,505.1499938964844,1081683,2021-01-25
2021-02-01,486.11187744140625,500.3999938964844,528.4500122070312,492.6000061035156,513.0,1032755,2021-02-01
2021-02-08,495.63214111328125,510.20001220703125,519.7999877929688,498.0,504.5,506000,2021-02-08
2021-02-15,486.3061828613281,500.6000061035156,518.2000122070312,496.5,512.4000244140625,328734,2021-02-15
2021-02-22,508.5038146972656,523.4500122070312,562.0,497.20001220703125,500.79998779296875,2347726,2021-02-22
2021-03-01,532.5470581054688,548.2000122070312,600.0,526.5499877929688,529.9500122070312,3004373,2021-03-01
2021-03-08,534.1014404296875,549.7999877929688,569.4500122070312,541.25,552.1500244140625,494753,2021-03-08
2021-03-15,507.9209289550781,522.8499755859375,559.7999877929688,502.70001220703125,551.0,629088,2021-03-15
2021-03-22,502.67510986328125,517.4500122070312,554.2000122070312,505.1499938964844,525.0,541839,2021-03-22
2021-03-29,508.2123718261719,523.1500244140625,529.9500122070312,508.0,517.4500122070312,270843,2021-03-29
2021-04-05,530.5069580078125,546.0999755859375,562.0,510.29998779296875,523.0,793463,2021-04-05
2021-04-12,536.1900024414062,551.9500122070312,568.0,520.0,540.0,634869,2021-04-12
2021-04-19,531.57568359375,547.2000122070312,557.2999877929688,521.5999755859375,541.9000244140625,469638,2021-04-19
2021-04-26,638.3375244140625,657.0999755859375,730.0,546.2000122070312,546.2000122070312,8781336,2021-04-26
2021-05-03,614.5371704101562,632.5999755859375,684.9000244140625,630.0,659.0,1568633,2021-05-03
2021-05-10,645.9149169921875,664.9000244140625,717.0,630.0,638.0999755859375,3146390,2021-05-10
2021-05-17,672.921142578125,692.7000122070312,714.4000244140625,650.0999755859375,666.5,1563386,2021-05-17
2021-05-24,634.50048828125,653.1500244140625,706.2000122070312,646.9500122070312,696.0,1053817,2021-05-24
2021-05-31,679.769775390625,699.75,725.5999755859375,653.4000244140625,670.0,3925978,2021-05-31
2021-06-07,669.5696411132812,689.25,755.0,685.0499877929688,702.0,3890726,2021-06-07
2021-06-14,650.529296875,669.6500244140625,701.9000244140625,641.0,692.2000122070312,877730,2021-06-14
2021-06-21,654.463623046875,673.7000122070312,692.2000122070312,659.75,665.0,562027,2021-06-21
2021-06-28,745.1967163085938,767.0999755859375,794.0,670.25,678.9000244140625,5790036,2021-06-28
2021-07-05,730.2364501953125,751.7000122070312,781.7000122070312,731.5499877929688,772.0,1901337,2021-07-05
2021-07-12,729.7993774414062,751.25,775.0,745.0999755859375,755.5,850917,2021-07-12
2021-07-19,733.7337036132812,755.2999877929688,781.0,737.8499755859375,749.5,848984,2021-07-19
2021-07-26,724.6506958007812,745.9500122070312,763.9000244140625,740.0,755.3499755859375,494123,2021-07-26
2021-08-02,724.4935913085938,739.7999877929688,788.0,723.9500122070312,748.0,1462273,2021-08-02
2021-08-09,630.5286865234375,643.8499755859375,735.0,623.25,731.0,3104988,2021-08-09
2021-08-16,586.0191040039062,598.4000244140625,643.9000244140625,592.4500122070312,641.0,1402976,2021-08-16
2021-08-23,692.5191040039062,707.1500244140625,710.4000244140625,562.2999877929688,600.0,12287996,2021-08-23
2021-08-30,647.8135375976562,661.5,722.4000244140625,646.0999755859375,707.0,9328020,2021-08-30
2021-09-06,660.7894287109375,674.75,683.7999877929688,645.0499877929688,665.0,1956773,2021-09-06
2021-09-13,644.385986328125,658.0,698.0,655.0,675.5999755859375,2267263,2021-09-13
2021-09-20,654.4238891601562,668.25,689.7999877929688,630.0,656.0,1262636,2021-09-20
2021-09-27,640.9094848632812,654.4500122070312,681.0,651.0,671.5999755859375,848214,2021-09-27
2021-10-04,661.3280639648438,675.2999877929688,714.9000244140625,653.25,660.0,4003470,2021-10-04
2021-10-11,650.2618408203125,664.0,682.9000244140625,658.4000244140625,677.0,671827,2021-10-11
2021-10-18,594.1964111328125,606.75,676.5,603.1500244140625,665.0,1182592,2021-10-18
2021-10-25,556.73779296875,568.5,619.9000244140625,550.25,612.1500244140625,1005888,2021-10-25
2021-11-01,593.1680908203125,605.7000122070312,608.4000244140625,573.2000122070312,581.0,499708,2021-11-01
2021-11-08,572.9943237304688,585.0999755859375,610.4000244140625,570.0,607.9500122070312,624778,2021-11-08
2021-11-15,561.3404541015625,573.2000122070312,591.7999877929688,561.3499755859375,585.5999755859375,546728,2021-11-15
2021-11-22,560.8019409179688,572.6500244140625,588.0,559.1500244140625,574.8499755859375,421673,2021-11-22
2021-11-29,568.146728515625,580.1500244140625,587.0,530.2000122070312,565.0499877929688,558600,2021-11-29
2021-12-06,558.598388671875,570.4000244140625,585.0,558.4000244140625,585.0,258449,2021-12-06
2021-12-13,538.5225830078125,549.9000244140625,594.2000122070312,546.0,572.0,422658,2021-12-13
2021-12-20,548.2177124023438,559.7999877929688,565.6500244140625,505.0,545.0,775007,2021-12-20
2021-12-27,546.2102661132812,557.75,580.0,544.8499755859375,563.0,381861,2021-12-27
2022-01-03,569.3709106445312,581.4000244140625,584.0,549.0,560.0,341913,2022-01-03
2022-01-10,579.7025146484375,591.9500122070312,609.9000244140625,575.2000122070312,585.0,683788,2022-01-10
2022-01-17,550.6170654296875,562.25,596.7999877929688,560.0,593.9500122070312,242324,2022-01-17
2022-01-24,564.327392578125,576.25,592.8499755859375,531.5,563.0,439777,2022-01-24
2022-01-31,606.33984375,619.1500244140625,640.0,570.4500122070312,583.9000244140625,1636659,2022-01-31
2022-02-07,586.263916015625,598.6500244140625,624.6500244140625,583.2999877929688,619.9500122070312,472808,2022-02-07
2022-02-14,557.0315551757812,568.7999877929688,587.9500122070312,550.5,566.2999877929688,316897,2022-02-14
2022-02-21,536.0743408203125,547.4000244140625,573.0,519.3499755859375,569.5499877929688,390665,2022-02-21
2022-02-28,511.4446105957031,522.25,559.9500122070312,515.0,541.75,409845,2022-02-28
2022-03-07,533.08740234375,544.3499755859375,554.0,505.0,519.0,323878,2022-03-07
2022-03-14,555.6605224609375,567.4000244140625,571.7999877929688,523.7000122070312,549.9000244140625,441272,2022-03-14
2022-03-21,521.9722290039062,533.0,579.0,531.5,567.4000244140625,494115,2022-03-21
2022-03-28,523.783935546875,534.8499755859375,542.4000244140625,518.4500122070312,532.5999755859375,923684,2022-03-28
2022-04-04,527.7012329101562,538.8499755859375,564.9000244140625,531.2000122070312,547.0,1083108,2022-04-04
2022-04-11,519.1812133789062,530.1500244140625,547.0,520.4000244140625,538.0,352136,2022-04-11
2022-04-18,517.859130859375,528.7999877929688,543.6500244140625,522.5,530.5,588050,2022-04-18
2022-04-25,512.1301879882812,522.9500122070312,542.5,506.75,522.0,395184,2022-04-25
2022-05-02,488.1370849609375,498.45001220703125,526.0,485.25,522.0,247851,2022-05-02
2022-05-09,427.86053466796875,436.8999938964844,495.0,430.29998779296875,495.0,415021,2022-05-09
2022-05-16,466.15155029296875,476.0,512.5,418.95001220703125,436.8500061035156,5145151,2022-05-16
2022-05-23,437.7515869140625,447.0,476.5,432.5,476.5,459708,2022-05-23
2022-05-30,450.82537841796875,460.3500061035156,474.0,448.70001220703125,454.5,424957,2022-05-30
2022-06-06,436.87017822265625,446.1000061035156,465.8500061035156,441.0,460.0,159327,2022-06-06
2022-06-13,409.79229736328125,418.45001220703125,471.5,402.0,443.29998779296875,1759694,2022-06-13
2022-06-20,419.5853576660156,428.45001220703125,435.0,406.8500061035156,424.8999938964844,1096845,2022-06-20
2022-06-27,411.3591613769531,420.04998779296875,440.0,416.04998779296875,431.75,251872,2022-06-27
2022-07-04,418.8019104003906,427.6499938964844,430.0,416.0,420.04998779296875,1558794,2022-07-04
2022-07-11,420.0750427246094,428.95001220703125,468.6000061035156,427.1000061035156,428.0,1596284,2022-07-11
2022-07-18,459.7370910644531,469.45001220703125,479.0,430.0,430.0,658732,2022-07-18
2022-07-25,462.4302062988281,472.20001220703125,473.8999938964844,455.0,473.8999938964844,256768,2022-07-25
2022-08-01,476.63018798828125,486.70001220703125,495.8500061035156,471.1000061035156,472.8999938964844,401575,2022-08-01
2022-08-08,455.25421142578125,459.95001220703125,468.70001220703125,442.0,458.0,1034204,2022-08-08
2022-08-15,465.79547119140625,470.6000061035156,479.0,451.29998779296875,459.95001220703125,460517,2022-08-15
2022-08-22,448.96905517578125,453.6000061035156,470.04998779296875,444.04998779296875,470.04998779296875,284585,2022-08-22
2022-08-29,460.89599609375,465.6499938964844,479.70001220703125,443.04998779296875,445.0,486358,2022-08-29
2022-09-05,468.1214904785156,472.95001220703125,489.8500061035156,458.0,465.75,545758,2022-09-05
2022-09-12,447.33587646484375,451.95001220703125,481.6499938964844,447.04998779296875,474.0,720212,2022-09-12
2022-09-19,419.225830078125,423.54998779296875,458.3999938964844,423.0,455.3500061035156,479789,2022-09-19
2022-09-26,414.3758544921875,418.6499938964844,424.8999938964844,410.0,423.3999938964844,282520,2022-09-26
2022-10-03,437.0420227050781,441.54998779296875,449.6000061035156,413.54998779296875,424.79998779296875,765008,2022-10-03
2022-10-10,407.298828125,411.5,439.6000061035156,407.5,439.6000061035156,708342,2022-10-10
2022-10-17,394.87701416015625,398.95001220703125,412.8999938964844,396.20001220703125,411.5,534661,2022-10-17
2022-10-24,400.9146728515625,405.04998779296875,413.6000061035156,399.20001220703125,401.0,142733,2022-10-24
2022-10-31,403.19122314453125,407.3500061035156,419.6499938964844,403.25,406.54998779296875,720580,2022-10-31
2022-11-07,384.2862243652344,388.25,422.8999938964844,384.79998779296875,407.79998779296875,901112,2022-11-07
2022-11-14,379.1392822265625,383.04998779296875,393.95001220703125,379.04998779296875,390.20001220703125,490886,2022-11-14
2022-11-21,384.48419189453125,388.45001220703125,392.8999938964844,373.20001220703125,382.70001220703125,286917,2022-11-21
2022-11-28,387.9979248046875,392.0,400.3999938964844,385.3999938964844,388.8500061035156,617608,2022-11-28
2022-12-05,366.2225341796875,370.0,394.45001220703125,350.1000061035156,392.0,552905,2022-12-05
2022-12-12,375.87298583984375,379.75,390.0,371.04998779296875,371.79998779296875,318261,2022-12-12
2022-12-19,367.0638427734375,370.8500061035156,412.0,370.0,381.3999938964844,2313354,2022-12-19
2022-12-26,385.7214050292969,389.70001220703125,395.95001220703125,366.6000061035156,366.6000061035156,293332,2022-12-26
2023-01-02,373.94287109375,377.79998779296875,394.0,375.25,389.0,230643,2023-01-02
2023-01-09,377.0607604980469,380.95001220703125,383.0,373.0,379.6499938964844,173906,2023-01-09
2023-01-16,373.6954650878906,377.54998779296875,391.1000061035156,373.3999938964844,380.95001220703125,236402,2023-01-16
2023-01-23,381.7127380371094,385.6499938964844,396.0,371.0,380.0,316940,2023-01-23
2023-01-30,364.8368225097656,368.6000061035156,390.0,366.0,390.0,294224,2023-01-30
2023-02-06,380.2775573730469,384.20001220703125,392.3500061035156,341.0,370.45001220703125,700285,2023-02-06
2023-02-13,358.35369873046875,362.04998779296875,385.95001220703125,357.5,385.0,367049,2023-02-13
2023-02-20,360.9271240234375,364.6499938964844,393.45001220703125,358.8500061035156,363.0,769713,2023-02-20
2023-02-27,375.87298583984375,379.75,384.0,361.0,361.0,361205,2023-02-27
2023-03-06,367.9051818847656,371.70001220703125,389.75,365.29998779296875,381.6499938964844,260192,2023-03-06
2023-03-13,369.58782958984375,373.3999938964844,408.0,363.5,371.75,4094731,2023-03-13
2023-03-20,395.37188720703125,399.45001220703125,419.25,365.1000061035156,365.1000061035156,1930011,2023-03-20
2023-03-27,387.3050537109375,391.29998779296875,400.54998779296875,376.0,399.45001220703125,556873,2023-03-27
2023-04-03,413.28704833984375,417.54998779296875,420.0,388.5,391.29998779296875,429360,2023-04-03
2023-04-10,411.70343017578125,415.95001220703125,427.79998779296875,408.5,425.0,410470,2023-04-10
2023-04-17,400.81573486328125,404.95001220703125,429.0,402.29998779296875,416.0,425389,2023-04-17
2023-04-24,408.38763427734375,412.6000061035156,419.95001220703125,400.70001220703125,404.95001220703125,256993,2023-04-24
2023-05-01,410.8125915527344,415.04998779296875,425.0,405.1000061035156,412.6000061035156,240899,2023-05-01
2023-05-08,401.8055419921875,405.95001220703125,424.8500061035156,403.8500061035156,411.04998779296875,344632,2023-05-08
2023-05-15,388.8392333984375,392.8500061035156,411.75,388.3500061035156,405.0,402572,2023-05-15
2023-05-22,457.4317321777344,462.1499938964844,473.1499938964844,390.20001220703125,394.8500061035156,8083309,2023-05-22
2023-05-29,460.4010925292969,465.1499938964844,480.0,446.6000061035156,461.0,995792,2023-05-29
2023-06-05,485.541748046875,490.54998779296875,501.75,466.95001220703125,466.95001220703125,1434780,2023-06-05
2023-06-12,495.2417297363281,500.3500061035156,519.2000122070312,485.5,490.0,1366525,2023-06-12
2023-06-19,492.07440185546875,497.1499938964844,514.0499877929688,485.8500061035156,501.95001220703125,793287,2023-06-19
2023-06-26,480.5928039550781,485.54998779296875,504.8500061035156,482.5,494.0,313344,2023-06-26
2023-07-03,480.6918029785156,485.6499938964844,504.45001220703125,483.1000061035156,487.0,544439,2023-07-03
2023-07-10,478.6132507324219,483.54998779296875,497.54998779296875,475.0,485.6499938964844,828757,2023-07-10
2023-07-17,471.14031982421875,476.0,505.0,472.0,485.95001220703125,1095292,2023-07-17
2023-07-24,482.12701416015625,487.1000061035156,492.0,458.54998779296875,477.45001220703125,889769,2023-07-24
2023-07-31,522.3125,527.7000122070312,534.0,486.04998779296875,490.0,2571163,2023-07-31
2023-08-07,518.069091796875,521.9000244140625,566.9500122070312,516.7000122070312,527.5,2318047,2023-08-07
2023-08-14,494.9400634765625,498.6000061035156,522.0,491.1000061035156,522.0,888168,2023-08-14
2023-08-21,496.1808776855469,499.8500061035156,517.0,494.1000061035156,501.1000061035156,666039,2023-08-21
2023-08-28,505.01556396484375,508.75,526.0,494.0,505.0,1011856,2023-08-28
2023-09-04,518.4164428710938,522.25,534.0,509.0,512.4500122070312,649732,2023-09-04
2023-09-11,476.3773193359375,479.8999938964844,526.0499877929688,476.0,524.9000244140625,1136156,2023-09-11
2023-09-18,470.9176940917969,474.3999938964844,491.1000061035156,466.0,487.1499938964844,451547,2023-09-18
2023-09-25,475.1861572265625,478.70001220703125,498.29998779296875,469.75,476.79998779296875,478973,2023-09-25
2023-10-02,476.8736572265625,480.3999938964844,489.79998779296875,476.29998779296875,478.70001220703125,333172,2023-10-02
2023-10-09,473.5978698730469,477.1000061035156,488.0,470.70001220703125,478.0,378642,2023-10-09
2023-10-16,490.62200927734375,494.25,505.0,477.5,481.79998779296875,700267,2023-10-16
2023-10-23,472.8533935546875,476.3500061035156,498.0,437.1000061035156,495.0,766537,2023-10-23
2023-10-30,484.3682556152344,487.95001220703125,490.0,469.1499938964844,484.0,300988,2023-10-30
2023-11-06,466.103271484375,469.54998779296875,496.0,463.20001220703125,494.95001220703125,616062,2023-11-06
2023-11-13,460.09771728515625,463.5,479.8999938964844,460.1000061035156,479.8999938964844,328743,2023-11-13
2023-11-20,453.74468994140625,457.1000061035156,468.54998779296875,455.8500061035156,467.25,297210,2023-11-20
2023-11-27,463.62164306640625,467.04998779296875,468.45001220703125,448.6000061035156,457.1000061035156,316349,2023-11-27
2023-12-04,484.26898193359375,487.8500061035156,503.0,464.0,471.0,762339,2023-12-04
2023-12-11,506.9512634277344,510.70001220703125,521.8499755859375,481.95001220703125,491.70001220703125,1224888,2023-12-11
2023-12-18,532.958984375,536.9000244140625,552.2000122070312,492.1000061035156,520.0,1456246,2023-12-18
2023-12-25,544.9700927734375,549.0,566.0,535.25,536.9000244140625,1046420,2023-12-25
2024-01-01,541.644775390625,545.6500244140625,564.4000244140625,539.7000122070312,546.0,624492,2024-01-01
2024-01-08,521.2455444335938,525.0999755859375,554.9500122070312,517.5,554.9500122070312,474911,2024-01-08
2024-01-15,518.6150512695312,522.4500122070312,529.2999877929688,500.95001220703125,525.4500122070312,470656,2024-01-15
2024-01-22,521.7915649414062,525.6500244140625,534.9000244140625,503.3500061035156,522.4500122070312,348812,2024-01-22
2024-01-29,509.4825439453125,513.25,535.0,510.1000061035156,520.5499877929688,620744,2024-01-29
2024-02-05,514.296875,518.0999755859375,575.5,505.0,540.75,2205414,2024-02-05
2024-02-12,561.3489990234375,565.5,592.5999755859375,505.3999938964844,520.7000122070312,2217753,2024-02-12
2024-02-19,595.6950073242188,600.0999755859375,611.0,573.9000244140625,595.0,2152943,2024-02-19
2024-02-26,585.4706420898438,589.7999877929688,613.0,575.5999755859375,607.0,716203,2024-02-26
2024-03-04,580.2095336914062,584.5,596.9500122070312,557.3499755859375,595.4000244140625,432246,2024-03-04
2024-03-11,570.134033203125,574.3499755859375,599.9500122070312,535.1500244140625,599.9500122070312,758216,2024-03-11
2024-03-18,617.18603515625,621.75,626.0,560.0499877929688,565.9500122070312,1673272,2024-03-18
2024-03-25,609.3230590820312,610.0,629.5,595.0,626.5,638199,2024-03-25
2024-04-01,675.9989624023438,676.75,688.0,613.0499877929688,613.0499877929688,2410429,2024-04-01
2024-04-08,648.030029296875,648.75,681.4500122070312,645.0999755859375,676.7000122070312,600344,2024-04-08
2024-04-15,629.0510864257812,629.75,668.7999877929688,608.0,631.3499755859375,714775,2024-04-15
2024-04-22,722.147705078125,722.9500122070312,766.5,625.0,634.9000244140625,9470635,2024-04-22
2024-04-29,735.5327758789062,736.3499755859375,757.5999755859375,707.75,726.9500122070312,1880672,2024-04-29
2024-05-06,718.651611328125,719.4500122070312,781.7999877929688,701.25,747.5,1732115,2024-05-06
2024-05-13,771.2431030273438,772.0999755859375,772.0999755859375,709.6500244140625,710.0,909293,2024-05-13
2024-05-20,805.505126953125,806.4000244140625,893.25,735.3499755859375,735.3499755859375,4123329,2024-05-20
2024-05-27,784.7781372070312,785.6500244140625,832.4500122070312,780.0499877929688,814.7000122070312,1258041,2024-05-27
2024-06-03,791.220947265625,792.0999755859375,810.0,680.0,810.0,2432466,2024-06-03
2024-06-10,813.9956665039062,814.9000244140625,843.0,785.2000122070312,794.0,2241406,2024-06-10
2024-06-17,884.966796875,885.9500122070312,903.1500244140625,812.5499877929688,814.9000244140625,2072883,2024-06-17
2024-06-24,900.1499633789062,901.1500244140625,949.7000122070312,871.0499877929688,875.3499755859375,1656942,2024-06-24
2024-07-01,919.5283813476562,920.5499877929688,964.0,899.0999755859375,910.0,2465413,2024-07-01
2024-07-08,897.9024658203125,898.9000244140625,928.4500122070312,852.2999877929688,920.5499877929688,1761650,2024-07-08
2024-07-15,892.8080444335938,893.7999877929688,941.9500122070312,885.0,903.2999877929688,1037381,2024-07-15
2024-07-22,912.8858032226562,913.9000244140625,923.5,864.0999755859375,890.5,1194362,2024-07-22
2024-07-29,976.2999877929688,976.2999877929688,1010.0,906.8499755859375,918.2999877929688,1977585,2024-07-29
2024-08-05,971.2999877929688,971.2999877929688,974.6500244140625,873.75,885.0,1938057,2024-08-05
2024-08-12,983.75,983.75,1002.2999877929688,946.1500244140625,974.4500122070312,1339324,2024-08-12
2024-08-19,1014.5,1014.5,1082.0,978.3499755859375,991.0999755859375,1450553,2024-08-19
2024-08-26,1033.050048828125,1033.050048828125,1048.0,985.75,1014.5,1613609,2024-08-26
2024-09-02,1005.7999877929688,1005.7999877929688,1078.9000244140625,988.7999877929688,1035.0,1510907,2024-09-02
2024-09-09,982.0,982.0,1012.0,948.3499755859375,1008.0,773460,2024-09-09
2024-09-16,1022.7000122070312,1022.7000122070312,1069.0,972.5999755859375,999.9000244140625,2197455,2024-09-16
2024-09-23,1103.9000244140625,1103.9000244140625,1121.4000244140625,1018.5999755859375,1034.699951171875,1365164,2024-09-23
2024-09-30,1041.75,1041.75,1149.0,1031.5,1099.5999755859375,1342704,2024-09-30
2024-10-07,1201.0999755859375,1201.0999755859375,1217.5,972.25,1040.5,4141598,2024-10-07
2024-10-14,1037.25,1037.25,1234.449951171875,1033.0,1171.699951171875,6198631,2024-10-14
2024-10-21,942.5999755859375,942.5999755859375,1048.449951171875,930.0999755859375,1034.5,1296459,2024-10-21
2024-10-28,1055.550048828125,1055.550048828125,1078.0,907.4000244140625,916.0,2021736,2024-10-28
2024-11-04,1010.1500244140625,1010.1500244140625,1060.050048828125,985.5,1051.5999755859375,1043161,2024-11-04
2024-11-11,927.2999877929688,927.2999877929688,1026.800048828125,905.4000244140625,1010.0,957041,2024-11-11
2024-11-18,963.5,963.5,973.0,904.1500244140625,925.0,742143,2024-11-18
2024-11-25,1065.949951171875,1065.949951171875,1070.6500244140625,953.75,975.0,1103986,2024-11-25
2024-12-02,1130.1500244140625,1130.1500244140625,1146.8499755859375,1044.550048828125,1070.0,1270591,2024-12-02
2024-12-09,1134.8499755859375,1134.8499755859375,1165.449951171875,1104.050048828125,1130.1500244140625,717700,2024-12-09
2024-12-16,1129.800048828125,1129.800048828125,1174.0,1106.050048828125,1170.0,860611,2024-12-16
2024-12-23,1130.3499755859375,1130.3499755859375,1165.0,1084.050048828125,1145.800048828125,592761,2024-12-23
2024-12-30,1154.550048828125,1154.550048828125,1160.0,1112.0,1127.5999755859375,341096,2024-12-30
2025-01-06,1099.9000244140625,1099.9000244140625,1168.0,1083.050048828125,1168.0,1674006,2025-01-06
2025-01-13,1112.5999755859375,1112.5999755859375,1132.449951171875,1059.0999755859375,1085.0,545251,2025-01-13
2025-01-20,1039.4000244140625,1039.4000244140625,1140.949951171875,1031.6500244140625,1112.5999755859375,599350,2025-01-20
2025-01-27,986.75,986.75,1069.0,947.5,1023.7999877929688,1136152,2025-01-27
2025-02-03,1015.8499755859375,1015.8499755859375,1046.4000244140625,951.7999877929688,965.0,570966,2025-02-03
2025-02-10,914.2999877929688,914.2999877929688,1035.0,893.9000244140625,1015.25,636376,2025-02-10
2025-02-17,888.1500244140625,888.1500244140625,926.2999877929688,840.0499877929688,890.3499755859375,1406910,2025-02-17
2025-02-24,865.0,865.0,906.5499877929688,810.0499877929688,880.0,633714,2025-02-24
2025-03-03,1014.9000244140625,1014.9000244140625,1021.9500122070312,796.1500244140625,861.3499755859375,1505824,2025-03-03
2025-03-10,957.9000244140625,957.9000244140625,1034.0,940.5,999.8499755859375,900792,2025-03-10
2025-03-17,1000.4000244140625,1000.4000244140625,1023.9500122070312,944.9500122070312,945.0,1968433,2025-03-17
2025-03-24,990.2000122070312,990.2000122070312,1012.0,943.0,1001.0999755859375,964173,2025-03-24
2025-03-31,1003.3499755859375,1003.3499755859375,1042.300048828125,969.0,990.2000122070312,1267395,2025-03-31
2025-04-07,1009.9500122070312,1009.9500122070312,1017.1500244140625,890.0,920.2000122070312,683662,2025-04-07
2025-04-14,1046.800048828125,1046.800048828125,1056.5,1012.25,1019.7000122070312,496234,2025-04-14
2025-04-21,1063.5,1063.5,1103.0,1033.300048828125,1044.949951171875,796046,2025-04-21
2025-04-28,1031.0,1031.0,1083.199951171875,1003.9000244140625,1063.050048828125,317262,2025-04-28
2025-05-05,1026.4000244140625,1026.4000244140625,1068.0,996.7000122070312,1033.5,478019,2025-05-05
2025-05-12,1076.0,1076.0,1085.5,1044.800048828125,1044.800048828125,306361,2025-05-12
2025-05-19,1121.4000244140625,1121.4000244140625,1149.9000244140625,1061.0,1081.5,681679,2025-05-19
2025-05-26,1180.300048828125,1180.300048828125,1210.0,1075.5,1121.4000244140625,801036,2025-05-26
2025-06-02,1172.199951171875,1172.199951171875,1208.699951171875,1122.0,1181.0,1044168,2025-06-02
2025-06-09,1257.9000244140625,1257.9000244140625,1315.0,1168.4000244140625,1168.4000244140625,2023975,2025-06-09
2025-06-16,1235.199951171875,1235.199951171875,1287.4000244140625,1212.300048828125,1247.0,847917,2025-06-16
2025-06-23,1259.699951171875,1259.699951171875,1271.0,1191.5999755859375,1225.199951171875,743044,2025-06-23
2025-06-30,1254.5999755859375,1254.5999755859375,1312.0,1223.9000244140625,1272.0,719833,2025-06-30
2025-07-07,1220.5,1220.5,1259.800048828125,1195.0,1255.800048828125,298263,2025-07-07
2025-07-14,1259.199951171875,1259.199951171875,1269.9000244140625,1203.4000244140625,1208.9000244140625,246951,2025-07-14
