Date,Adj Close_MINDTECK.NS,Close_MINDTECK.NS,High_MINDTECK.NS,Low_MINDTECK.NS,Open_MINDTECK.NS,Volume_MINDTECK.NS,Date
2025-04-21,208.5500030517578,208.5500030517578,244.89999389648438,178.99000549316406,181.9499969482422,3529970,2025-04-21
2025-04-28,211.39999389648438,211.39999389648438,236.0,201.35000610351562,207.02000427246094,1133506,2025-04-28
2025-05-05,202.13999938964844,202.13999938964844,226.0,195.1999969482422,214.99000549316406,857308,2025-05-05
2025-05-12,234.63999938964844,234.63999938964844,248.0,210.13999938964844,210.13999938964844,1242220,2025-05-12
2025-05-19,231.77000427246094,231.77000427246094,241.5,221.25,231.35000610351562,433530,2025-05-19
2025-05-26,250.61000061035156,250.61000061035156,263.54998779296875,222.5,232.0,1646336,2025-05-26
2025-06-02,240.6999969482422,240.6999969482422,257.75,238.10000610351562,250.0,560040,2025-06-02
2025-06-09,233.35000610351562,233.35000610351562,262.0,230.9499969482422,241.9499969482422,626753,2025-06-09
2025-06-16,228.5500030517578,228.5500030517578,252.5500030517578,224.8000030517578,231.10000610351562,623908,2025-06-16
2025-06-23,240.0500030517578,240.0500030517578,253.89999389648438,224.3000030517578,229.85000610351562,948360,2025-06-23
2025-06-30,228.61000061035156,228.61000061035156,242.5,222.0,240.0,130576,2025-06-30
2025-07-07,220.75999450683594,220.75999450683594,231.6199951171875,217.0,229.75,64524,2025-07-07
2025-07-14,215.24000549316406,215.24000549316406,221.97999572753906,210.0,219.66000366210938,42796,2025-07-14
