SYMBOL,SERIES,DATE OF LISTING,ISIN NUMBER,FACE VALUE,YahooSymbol,Symbol,Company,Sector,Industry
SAPPHIRE.NS,EQ,18-NOV-2021,INE806T01020,2,SAPPHIRE.NS,SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,Restaurants
SARDAEN.NS,EQ,03-DEC-2009,INE385C01021,1,SARDAEN.NS,SARDAEN,Sarda Energy & Minerals Limited,Basic Materials,Steel
SAREGAMA.NS,EQ,30-JUL-1997,INE979A01025,1,SAREGAMA.NS,SAREGAMA,Saregama India Limited,Communication Services,Entertainment
SARLAPOLY.NS,BE,19-JAN-2007,INE453D01025,1,SARLAPOLY.NS,SARLAPOLY,Sarla Performance Fibers Limited,Consumer Cyclical,Textile Manufacturing
SASKEN.NS,EQ,09-SEP-2005,INE231F01020,10,SASKEN.NS,SASKEN,Sasken Technologies Limited,Technology,Information Technology Services
SASTASUNDR.NS,EQ,05-OCT-2010,INE019J01013,10,SASTASUNDR.NS,SASTASUNDR,Sastasundar Ventures Limited,Healthcare,Pharmaceutical Retailers
SAURASHCEM.NS,EQ,27-FEB-2024,INE626A01014,10,SAURASHCEM.NS,SAURASHCEM,Saurashtra Cement Limited,Basic Materials,Building Materials
SBC.NS,EQ,23-NOV-2021,INE04AK01028,1,SBC.NS,SBC,SBC Exports Limited,Industrials,Conglomerates
SBCL.NS,EQ,24-JUN-2021,INE386D01027,2,SBCL.NS,SBCL,Shivalik Bimetal Controls Limited,Industrials,Metal Fabrication
SCHAEFFLER.NS,EQ,29-NOV-2000,INE513A01022,2,SCHAEFFLER.NS,SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts
SCHAND.NS,EQ,09-MAY-2017,INE807K01035,5,SCHAND.NS,SCHAND,S Chand And Company Limited,Communication Services,Publishing
SCHNEIDER.NS,BE,20-MAR-2012,INE839M01018,2,SCHNEIDER.NS,SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Electrical Equipment & Parts
SCI.NS,EQ,13-AUG-1997,INE109A01011,10,SCI.NS,SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping
SCODATUBES.NS,EQ,04-JUN-2025,INE090501011,10,SCODATUBES.NS,SCODATUBES,Scoda Tubes Limited,Basic Materials,Steel
SCPL.NS,EQ,22-NOV-2022,INE501Y01019,10,SCPL.NS,SCPL,Sheetal Cool Products Limited,Consumer Defensive,Packaged Foods
SDBL.NS,EQ,18-MAR-2014,INE480C01038,2,SDBL.NS,SDBL,Som Distilleries & Breweries Limited,Consumer Defensive,Beverages - Brewers
SEAMECLTD.NS,EQ,28-JUN-1995,INE497B01018,10,SEAMECLTD.NS,SEAMECLTD,Seamec Limited,Industrials,Marine Shipping
SECMARK.NS,BE,16-OCT-2023,INE0BTM01013,10,SECMARK.NS,SECMARK,SecMark Consultancy Limited,Industrials,Consulting Services
SELAN.NS,EQ,26-SEP-2006,INE818A01017,10,SELAN.NS,SELAN,Selan Exploration Technology Limited,Energy,Oil & Gas E&P
SEMAC.NS,BE,11-AUG-2005,INE617A01013,10,SEMAC.NS,SEMAC,Semac Construction Limited,Industrials,Farm & Heavy Construction Machinery
SENORES.NS,EQ,30-DEC-2024,INE0RB801010,10,SENORES.NS,SENORES,SENORES PHARMACEUTICALS L,Healthcare,Drug Manufacturers - General
SEPC.NS,EQ,20-FEB-2008,INE964H01014,10,SEPC.NS,SEPC,SEPC Limited,Industrials,Engineering & Construction
SEQUENT.NS,EQ,10-MAR-2016,INE807F01027,2,SEQUENT.NS,SEQUENT,Sequent Scientific Limited,Healthcare,Drug Manufacturers - Specialty & Generic
SERVOTECH.NS,EQ,02-SEP-2021,INE782X01033,1,SERVOTECH.NS,SERVOTECH,Servotech Renewable Power System Limited,Industrials,Electrical Equipment & Parts
SESHAPAPER.NS,EQ,29-MAR-1995,INE630A01024,2,SESHAPAPER.NS,SESHAPAPER,Seshasayee Paper and Boards Limited,Basic Materials,Paper & Paper Products
SFL.NS,EQ,09-DEC-2016,INE916U01025,5,SFL.NS,SFL,Sheela Foam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SGIL.NS,EQ,28-JUL-2021,INE00QT01015,10,SGIL.NS,SGIL,Synergy Green Industries Limited,Industrials,Metal Fabrication
SGLTL.NS,BE,13-JAN-2025,INE0M4D01010,10,SGLTL.NS,SGLTL,STANDARD GLASS LIN TECH L,Industrials,Specialty Industrial Machinery
SHAH.NS,BE,27-OCT-2010,INE482J01021,1,SHAH.NS,SHAH,Shah Metacorp Limited,Basic Materials,Steel
SHAILY.NS,EQ,04-APR-2022,INE151G01028,2,SHAILY.NS,SHAILY,Shaily Engineering Plastics Limited,Basic Materials,Specialty Chemicals
SHAKTIPUMP.NS,EQ,29-JAN-2015,INE908D01010,10,SHAKTIPUMP.NS,SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery
SHALBY.NS,EQ,15-DEC-2017,INE597J01018,10,SHALBY.NS,SHALBY,Shalby Limited,Healthcare,Medical Care Facilities
SHALPAINTS.NS,EQ,03-MAR-2008,INE849C01026,2,SHALPAINTS.NS,SHALPAINTS,Shalimar Paints Limited,Basic Materials,Specialty Chemicals
SHANKARA.NS,EQ,05-APR-2017,INE274V01019,10,SHANKARA.NS,SHANKARA,Shankara Building Products Limited,Consumer Cyclical,Home Improvement Retail
SHANTI.NS,BE,16-SEP-2021,INE933X01016,10,SHANTI.NS,SHANTI,Shanti Overseas (India) Limited,Consumer Defensive,Farm Products
SHARDACROP.NS,EQ,23-SEP-2014,INE221J01015,10,SHARDACROP.NS,SHARDACROP,Sharda Cropchem Limited,Basic Materials,Agricultural Inputs
SHARDAMOTR.NS,EQ,03-SEP-2015,INE597I01028,2,SHARDAMOTR.NS,SHARDAMOTR,Sharda Motor Industries Limited,Consumer Cyclical,Auto Parts
SHAREINDIA.NS,EQ,21-SEP-2020,INE932X01026,2,SHAREINDIA.NS,SHAREINDIA,Share India Securities Limited,Financial Services,Capital Markets
SHEKHAWATI.NS,BE,12-JAN-2011,INE268L01046,10,SHEKHAWATI.NS,SHEKHAWATI,Shekhawati Industries Limited,Consumer Cyclical,Textile Manufacturing
SHILPAMED.NS,BE,03-DEC-2009,INE790G01031,1,SHILPAMED.NS,SHILPAMED,Shilpa Medicare Limited,Healthcare,Drug Manufacturers - Specialty & Generic
SHIVALIK.NS,EQ,09-DEC-2021,INE788J01021,5,SHIVALIK.NS,SHIVALIK,Shivalik Rasayan Limited,Basic Materials,Agricultural Inputs
SHIVAMILLS.NS,EQ,26-FEB-2018,INE644Y01017,10,SHIVAMILLS.NS,SHIVAMILLS,Shiva Mills Limited,Consumer Cyclical,Textile Manufacturing
SHK.NS,EQ,16-NOV-2015,INE500L01026,10,SHK.NS,SHK,S H Kelkar and Company Limited,Basic Materials,Specialty Chemicals
SHREDIGCEM.NS,EQ,28-JAN-2020,INE232A01011,10,SHREDIGCEM.NS,SHREDIGCEM,Shree Digvijay Cement Company Limited,Basic Materials,Building Materials
SHREECEM.NS,EQ,26-APR-1995,INE070A01015,10,SHREECEM.NS,SHREECEM,Shree Cement Limited,Basic Materials,Building Materials
SHREEPUSHK.NS,EQ,10-SEP-2015,INE712K01011,10,SHREEPUSHK.NS,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,Specialty Chemicals
SHREERAMA.NS,EQ,13-MAR-2000,INE879A01019,5,SHREERAMA.NS,SHREERAMA,Shree Rama Multi-Tech Limited,Consumer Cyclical,Packaging & Containers
SHREYANIND.NS,BE,06-NOV-1996,INE231C01019,10,SHREYANIND.NS,SHREYANIND,Shreyans Industries Limited,Basic Materials,Paper & Paper Products
SHRIPISTON.NS,EQ,02-JUN-2016,INE526E01018,10,SHRIPISTON.NS,SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Cyclical,Auto Parts
SHYAMCENT.NS,BE,28-JUL-2015,INE979R01011,1,SHYAMCENT.NS,SHYAMCENT,Shyam Century Ferrous Limited,Basic Materials,Steel
SHYAMMETL.NS,EQ,24-JUN-2021,INE810G01011,10,SHYAMMETL.NS,SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,Steel
SIEMENS.NS,EQ,06-SEP-1995,INE003A01024,2,SIEMENS.NS,SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery
SIGACHI.NS,EQ,15-NOV-2021,INE0D0K01022,1,SIGACHI.NS,SIGACHI,Sigachi Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic
SIGMA.NS,BE,09-JUN-2023,INE0A0S01010,10,SIGMA.NS,SIGMA,Sigma Solve Limited,Technology,Information Technology Services
SIGNPOST.NS,EQ,14-FEB-2024,INE0KGZ01021,2,SIGNPOST.NS,SIGNPOST,Signpost India Limited,Communication Services,Advertising Agencies
SIKKO.NS,EQ,22-OCT-2021,INE112X01017,10,SIKKO.NS,SIKKO,Sikko Industries Limited,Basic Materials,Agricultural Inputs
SIL.NS,EQ,27-JAN-2004,INE173A01025,5,SIL.NS,SIL,Standard Industries Limited,Consumer Cyclical,Textile Manufacturing
SILLYMONKS.NS,EQ,08-JUL-2020,INE203Y01012,10,SILLYMONKS.NS,SILLYMONKS,Silly Monks Entertainment Limited,Communication Services,Entertainment
SILVERTUC.NS,EQ,12-MAY-2022,INE625X01018,10,SILVERTUC.NS,SILVERTUC,Silver Touch Technologies Limited,Technology,Information Technology Services
SINCLAIR.NS,EQ,10-APR-2024,INE985A01022,2,SINCLAIR.NS,SINCLAIR,Sinclairs Hotels Limited,Consumer Cyclical,Lodging
SINDHUTRAD.NS,EQ,20-JUN-2023,INE325D01025,1,SINDHUTRAD.NS,SINDHUTRAD,Sindhu Trade Links Limited,Industrials,Conglomerates
SINTERCOM.NS,EQ,07-OCT-2020,INE129Z01016,10,SINTERCOM.NS,SINTERCOM,Sintercom India Limited,Consumer Cyclical,Auto Parts
SIS.NS,EQ,10-AUG-2017,INE285J01028,5,SIS.NS,SIS,SIS Limited,Industrials,Security & Protection Services
SIYSIL.NS,EQ,29-JAN-2007,INE076B01028,2,SIYSIL.NS,SIYSIL,Siyaram Silk Mills Limited,Consumer Cyclical,Textile Manufacturing
SJS.NS,EQ,15-NOV-2021,INE284S01014,10,SJS.NS,SJS,S.J.S. Enterprises Limited,Consumer Cyclical,Auto Parts
SKFINDIA.NS,EQ,27-JAN-1999,INE640A01023,10,SKFINDIA.NS,SKFINDIA,SKF India Limited,Industrials,Tools & Accessories
SKIPPER.NS,EQ,27-MAY-2015,INE439E01022,1,SKIPPER.NS,SKIPPER,Skipper Limited,Industrials,Engineering & Construction
SKMEGGPROD.NS,BE,14-MAR-1997,INE411D01015,10,SKMEGGPROD.NS,SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive,Packaged Foods
SKYGOLD.NS,EQ,06-JAN-2023,INE01IU01018,10,SKYGOLD.NS,SKYGOLD,Sky Gold and Diamonds Limited,Consumer Cyclical,Luxury Goods
SMARTLINK.NS,EQ,11-APR-2001,INE178C01020,2,SMARTLINK.NS,SMARTLINK,Smartlink Holdings Limited,Technology,Communication Equipment
SMLISUZU.NS,EQ,29-AUG-2003,INE294B01019,10,SMLISUZU.NS,SMLISUZU,SML Isuzu Limited,Consumer Cyclical,Auto Manufacturers
SMSLIFE.NS,EQ,17-AUG-2017,INE320X01016,10,SMSLIFE.NS,SMSLIFE,SMS Lifesciences India Limited,Healthcare,Biotechnology
SMSPHARMA.NS,EQ,28-FEB-2007,INE812G01025,1,SMSPHARMA.NS,SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General
SNOWMAN.NS,EQ,12-SEP-2014,INE734N01019,10,SNOWMAN.NS,SNOWMAN,Snowman Logistics Limited,Industrials,Integrated Freight & Logistics
SOFTTECH.NS,EQ,25-FEB-2022,INE728Z01015,10,SOFTTECH.NS,SOFTTECH,SoftTech Engineers Limited,Technology,Software - Application
SOLARA.NS,EQ,27-JUN-2018,INE624Z01016,10,SOLARA.NS,SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic
SOLARINDS.NS,EQ,03-APR-2006,INE343H01029,2,SOLARINDS.NS,SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals
SOMANYCERA.NS,EQ,22-NOV-1995,INE355A01028,2,SOMANYCERA.NS,SOMANYCERA,Somany Ceramics Limited,Industrials,Building Products & Equipment
SOMATEX.NS,EQ,14-AUG-1996,INE314C01013,10,SOMATEX.NS,SOMATEX,Soma Textiles & Industries Limited,Consumer Cyclical,Textile Manufacturing
SOMICONVEY.NS,EQ,18-JUL-2016,INE323J01019,10,SOMICONVEY.NS,SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Specialty Industrial Machinery
SONACOMS.NS,EQ,24-JUN-2021,INE073K01018,10,SONACOMS.NS,SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Auto Parts
SONAMLTD.NS,EQ,07-APR-2022,INE00LM01029,5,SONAMLTD.NS,SONAMLTD,Sonam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SONATSOFTW.NS,EQ,28-JUL-1999,INE269A01021,1,SONATSOFTW.NS,SONATSOFTW,Sonata Software Limited,Technology,Information Technology Services
SOTL.NS,EQ,28-JUN-1995,INE035D01020,2,SOTL.NS,SOTL,Savita Oil Technologies Limited,Basic Materials,Specialty Chemicals
SOUTHWEST.NS,BE,18-APR-2019,INE980Y01015,10,SOUTHWEST.NS,SOUTHWEST,South West Pinnacle Exploration Limited,Energy,Oil & Gas Equipment & Services
SPAL.NS,EQ,12-AUG-2016,INE212I01016,10,SPAL.NS,SPAL,S.P. Apparels Limited,Consumer Cyclical,Apparel Manufacturing
SPARC.NS,EQ,18-JUL-2007,INE232I01014,1,SPARC.NS,SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic
SPCENET.NS,BE,10-JAN-2017,INE970N01027,1,SPCENET.NS,SPCENET,Spacenet Enterprises India Limited,Financial Services,Capital Markets
SPECIALITY.NS,EQ,30-MAY-2012,INE247M01014,10,SPECIALITY.NS,SPECIALITY,Speciality Restaurants Limited,Consumer Cyclical,Restaurants
SPECTRUM.NS,EQ,28-MAR-2025,INE01EO01010,10,SPECTRUM.NS,SPECTRUM,SPECTRUM ELECTRIC IND LTD,Industrials,Electrical Equipment & Parts
SPLPETRO.NS,EQ,24-MAY-2022,INE663A01033,2,SPLPETRO.NS,SPLPETRO,Supreme Petrochem Limited,Basic Materials,Specialty Chemicals
SPMLINFRA.NS,EQ,14-FEB-1996,INE937A01023,2,SPMLINFRA.NS,SPMLINFRA,SPML Infra Limited,Industrials,Engineering & Construction
SRD.NS,EQ,09-OCT-2024,INE01NE01012,10,SRD.NS,SRD,Shankar Lal Rampal Dye-Chem Limited,Basic Materials,Specialty Chemicals
SREEL.NS,EQ,01-JAN-2014,INE099F01013,10,SREEL.NS,SREEL,Sreeleathers Limited,Consumer Cyclical,Footwear & Accessories
SRF.NS,EQ,18-AUG-2003,INE647A01010,10,SRF.NS,SRF,SRF Limited,Industrials,Conglomerates
SRHHYPOLTD.NS,EQ,08-MAY-2007,INE917H01012,10,SRHHYPOLTD.NS,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,Chemicals
SRM.NS,EQ,03-APR-2024,INE0R6Z01013,10,SRM.NS,SRM,SRM CONTRACTORS LIMITED,Industrials,Engineering & Construction
SSDL.NS,EQ,20-AUG-2024,INE0PQ101010,10,SSDL.NS,SSDL,SARASWATI SAREE DEPOT LTD,Consumer Cyclical,Apparel Retail
SSWL.NS,EQ,06-JUN-2005,INE802C01033,1,SSWL.NS,SSWL,Steel Strips Wheels Limited,Consumer Cyclical,Auto Parts
STALLION.NS,BE,23-JAN-2025,INE0RYC01010,10,STALLION.NS,STALLION,STALLION IND FLUOROCHEM L,Basic Materials,Specialty Chemicals
STANLEY.NS,EQ,28-JUN-2024,INE01A001028,2,STANLEY.NS,STANLEY,STANLEY LIFESTYLES LTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STAR.NS,EQ,02-FEB-2000,INE939A01011,10,STAR.NS,STAR,Strides Pharma Science Limited,Healthcare,Drug Manufacturers - Specialty & Generic
STARCEMENT.NS,EQ,16-JUN-2017,INE460H01021,1,STARCEMENT.NS,STARCEMENT,Star Cement Limited,Basic Materials,Building Materials
STARPAPER.NS,EQ,13-SEP-1995,INE733A01018,10,STARPAPER.NS,STARPAPER,Star Paper Mills Limited,Basic Materials,Paper & Paper Products
STEELCITY.NS,EQ,27-JUN-2019,INE395H01011,10,STEELCITY.NS,STEELCITY,Steel City Securities Limited,Financial Services,Capital Markets
STEELXIND.NS,EQ,20-JUL-2017,INE503B01021,1,STEELXIND.NS,STEELXIND,Steel Exchange India Limited,Basic Materials,Steel
STERTOOLS.NS,EQ,02-FEB-2006,INE334A01023,2,STERTOOLS.NS,STERTOOLS,Sterling Tools Limited,Industrials,Tools & Accessories
STLTECH.NS,EQ,08-DEC-2000,INE089C01029,2,STLTECH.NS,STLTECH,Sterlite Technologies Limited,Technology,Communication Equipment
STOVEKRAFT.NS,EQ,05-FEB-2021,INE00IN01015,10,STOVEKRAFT.NS,STOVEKRAFT,Stove Kraft Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STYLAMIND.NS,EQ,02-AUG-2021,INE239C01020,5,STYLAMIND.NS,STYLAMIND,Stylam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STYRENIX.NS,EQ,29-MAR-1995,INE189B01011,10,STYRENIX.NS,STYRENIX,Styrenix Performance Materials Limited,Basic Materials,Chemicals
SUBEXLTD.NS,BE,05-NOV-2020,INE754A01055,5,SUBEXLTD.NS,SUBEXLTD,Subex Limited,Technology,Software - Application
SUBROS.NS,EQ,13-JUL-2005,INE287B01021,2,SUBROS.NS,SUBROS,Subros Limited,Consumer Cyclical,Auto Parts
SUDARSCHEM.NS,EQ,25-MAY-1995,INE659A01023,2,SUDARSCHEM.NS,SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Specialty Chemicals
SULA.NS,EQ,22-DEC-2022,INE142Q01026,2,SULA.NS,SULA,Sula Vineyards Limited,Consumer Defensive,Beverages - Wineries & Distilleries
SUMEETINDS.NS,BE,10-DEC-2010,INE235C01028,10,SUMEETINDS.NS,SUMEETINDS,Sumeet Industries Limited,Consumer Cyclical,Textile Manufacturing
SUMICHEM.NS,EQ,27-JAN-2020,INE258G01013,10,SUMICHEM.NS,SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,Agricultural Inputs
SUNDARAM.NS,EQ,02-JUN-2010,INE108E01023,1,SUNDARAM.NS,SUNDARAM,Sundaram Multi Pap Limited,Basic Materials,Paper & Paper Products
SUNDARMHLD.NS,EQ,26-MAR-2018,INE202Z01029,5,SUNDARMHLD.NS,SUNDARMHLD,Sundaram Finance Holdings Limited,Financial Services,Asset Management
SUNDRMBRAK.NS,EQ,17-JUL-1996,INE073D01013,10,SUNDRMBRAK.NS,SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Cyclical,Auto Parts
SUNDRMFAST.NS,EQ,07-JUN-2000,INE387A01021,1,SUNDRMFAST.NS,SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Auto Parts
SUNDROP.NS,EQ,06-DEC-2002,INE209A01019,10,SUNDROP.NS,SUNDROP,Sundrop Brands Limited,Consumer Defensive,Packaged Foods
SUNFLAG.NS,EQ,29-SEP-2005,INE947A01014,10,SUNFLAG.NS,SUNFLAG,Sunflag Iron and Steel Company Limited,Basic Materials,Steel
SUNPHARMA.NS,EQ,08-FEB-1995,INE044A01036,1,SUNPHARMA.NS,SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic
SUNTV.NS,EQ,24-APR-2006,INE424H01027,5,SUNTV.NS,SUNTV,Sun TV Network Limited,Communication Services,Broadcasting
SUPRAJIT.NS,EQ,18-FEB-2005,INE399C01030,1,SUPRAJIT.NS,SUPRAJIT,Suprajit Engineering Limited,Consumer Cyclical,Auto Parts
SUPREMEIND.NS,EQ,19-JUL-1995,INE195A01028,2,SUPREMEIND.NS,SUPREMEIND,The Supreme Industries Limited,Industrials,Building Products & Equipment
SUPRIYA.NS,EQ,28-DEC-2021,INE07RO01027,2,SUPRIYA.NS,SUPRIYA,Supriya Lifescience Limited,Healthcare,Biotechnology
SURAJLTD.NS,EQ,29-AUG-2024,INE713C01016,10,SURAJLTD.NS,SURAJLTD,Suraj Limited,Basic Materials,Steel
SURAKSHA.NS,EQ,06-DEC-2024,INE877V01027,2,SURAKSHA.NS,SURAKSHA,SURAKSHA DIAGNOSTIC LTD,Healthcare,Diagnostics & Research
SURANAT&P.NS,EQ,22-MAY-2002,INE130B01031,1,SURANAT&P.NS,SURANAT&P,Surana Telecom and Power Limited,Utilities,Utilities - Independent Power Producers
SURYAROSNI.NS,EQ,10-MAY-1995,INE335A01020,5,SURYAROSNI.NS,SURYAROSNI,Surya Roshni Limited,Basic Materials,Steel
SUVIDHAA.NS,EQ,31-MAR-2021,INE018401013,1,SUVIDHAA.NS,SUVIDHAA,Suvidhaa Infoserve Limited,Technology,Information Technology Services
SUYOG.NS,BE,20-AUG-2024,INE442P01014,10,SUYOG.NS,SUYOG,Suyog Telematics Limited,Communication Services,Telecom Services
SUZLON.NS,EQ,19-OCT-2005,INE040H01021,2,SUZLON.NS,SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery
SVLL.NS,BE,21-APR-2023,INE00CE01017,10,SVLL.NS,SVLL,Shree Vasu Logistics Limited,Industrials,Trucking
SWANENERGY.NS,EQ,29-MAY-2012,INE665A01038,1,SWANENERGY.NS,SWANENERGY,Swan Energy Limited,Industrials,Conglomerates
SWARAJENG.NS,EQ,06-DEC-1995,INE277A01016,10,SWARAJENG.NS,SWARAJENG,Swaraj Engines Limited,Consumer Cyclical,Auto Parts
SWIGGY.NS,EQ,13-NOV-2024,INE00H001014,1,SWIGGY.NS,SWIGGY,SWIGGY LIMITED,Consumer Cyclical,Internet Retail
SWSOLAR.NS,EQ,20-AUG-2019,INE00M201021,1,SWSOLAR.NS,SWSOLAR,Sterling and Wilson Renewable Energy Limited,Technology,Solar
SYMPHONY.NS,EQ,15-JUN-2011,INE225D01027,2,SYMPHONY.NS,SYMPHONY,Symphony Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SYNCOMF.NS,BE,18-NOV-2022,INE312C01025,1,SYNCOMF.NS,SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Drug Manufacturers - Specialty & Generic
SYNGENE.NS,EQ,11-AUG-2015,INE398R01022,10,SYNGENE.NS,SYNGENE,Syngene International Limited,Healthcare,Diagnostics & Research
SYRMA.NS,EQ,26-AUG-2022,INE0DYJ01015,10,SYRMA.NS,SYRMA,Syrma SGS Technology Limited,Technology,Electronic Components
TAJGVK.NS,EQ,20-DEC-2000,INE586B01026,2,TAJGVK.NS,TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,Lodging
TALBROAUTO.NS,EQ,29-SEP-2006,INE187D01029,2,TALBROAUTO.NS,TALBROAUTO,Talbros Automotive Components Limited,Consumer Cyclical,Auto Parts
TANLA.NS,EQ,05-JAN-2007,INE483C01032,1,TANLA.NS,TANLA,Tanla Platforms Limited,Technology,Software - Application
TARACHAND.NS,EQ,16-APR-2024,INE555Z01020,2,TARACHAND.NS,TARACHAND,TARA CHAND INFRA SOLN LTD,Industrials,Farm & Heavy Construction Machinery
TARAPUR.NS,BE,18-MAY-2010,INE747K01017,10,TARAPUR.NS,TARAPUR,Tarapur Transformers Limited,Industrials,Specialty Industrial Machinery
TARIL.NS,EQ,28-DEC-2007,INE763I01026,1,TARIL.NS,TARIL,TRANS & RECTI. LTD,Industrials,Electrical Equipment & Parts
TARMAT.NS,EQ,09-JUL-2007,INE924H01018,10,TARMAT.NS,TARMAT,Tarmat Limited,Industrials,Engineering & Construction
TARSONS.NS,EQ,26-NOV-2021,INE144Z01023,2,TARSONS.NS,TARSONS,Tarsons Products Limited,Healthcare,Medical Instruments & Supplies
TASTYBITE.NS,EQ,23-MAR-2017,INE488B01017,10,TASTYBITE.NS,TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive,Packaged Foods
TATACHEM.NS,EQ,01-APR-1999,INE092A01019,10,TATACHEM.NS,TATACHEM,Tata Chemicals Limited,Basic Materials,Chemicals
TATACOMM.NS,EQ,12-APR-1995,INE151A01013,10,TATACOMM.NS,TATACOMM,Tata Communications Limited,Communication Services,Telecom Services
TATACONSUM.NS,EQ,18-NOV-1998,INE192A01025,1,TATACONSUM.NS,TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods
TATAELXSI.NS,EQ,17-SEP-2003,INE670A01012,10,TATAELXSI.NS,TATAELXSI,Tata Elxsi Limited,Technology,Software - Application
TATAINVEST.NS,EQ,24-JUN-1998,INE672A01018,10,TATAINVEST.NS,TATAINVEST,Tata Investment Corporation Limited,Financial Services,Capital Markets
TATAMOTORS.NS,EQ,22-JUL-1998,INE155A01022,2,TATAMOTORS.NS,TATAMOTORS,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers
TATATECH.NS,EQ,30-NOV-2023,INE142M01025,2,TATATECH.NS,TATATECH,Tata Technologies Limited,Technology,Information Technology Services
TATVA.NS,EQ,29-JUL-2021,INE0GK401011,10,TATVA.NS,TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials,Specialty Chemicals
TBOTEK.NS,EQ,15-MAY-2024,INE673O01025,1,TBOTEK.NS,TBOTEK,TBO TEK LIMITED,Consumer Cyclical,Travel Services
TCI.NS,EQ,21-JAN-2002,INE688A01022,2,TCI.NS,TCI,Transport Corporation of India Limited,Industrials,Integrated Freight & Logistics
TCIEXP.NS,EQ,15-DEC-2016,INE586V01016,2,TCIEXP.NS,TCIEXP,TCI Express Limited,Industrials,Integrated Freight & Logistics
TCIFINANCE.NS,BE,21-MAY-1997,INE911B01018,10,TCIFINANCE.NS,TCIFINANCE,TCI Finance Limited,Financial Services,Credit Services
TCPLPACK.NS,EQ,17-OCT-2017,INE822C01015,10,TCPLPACK.NS,TCPLPACK,TCPL Packaging Limited,Consumer Cyclical,Packaging & Containers
TCS.NS,EQ,25-AUG-2004,INE467B01029,1,TCS.NS,TCS,Tata Consultancy Services Limited,Technology,Information Technology Services
TDPOWERSYS.NS,EQ,08-SEP-2011,INE419M01027,2,TDPOWERSYS.NS,TDPOWERSYS,TD Power Systems Limited,Industrials,Specialty Industrial Machinery
TEAMLEASE.NS,EQ,12-FEB-2016,INE985S01024,10,TEAMLEASE.NS,TEAMLEASE,TeamLease Services Limited,Industrials,Staffing & Employment Services
TECHM.NS,EQ,28-AUG-2006,INE669C01036,5,TECHM.NS,TECHM,Tech Mahindra Limited,Technology,Information Technology Services
TECHNOE.NS,EQ,04-DEC-2018,INE285K01026,2,TECHNOE.NS,TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction
TEGA.NS,EQ,13-DEC-2021,INE011K01018,10,TEGA.NS,TEGA,Tega Industries Limited,Industrials,Specialty Industrial Machinery
TEJASNET.NS,EQ,27-JUN-2017,INE010J01012,10,TEJASNET.NS,TEJASNET,Tejas Networks Limited,Technology,Communication Equipment
TERASOFT.NS,BE,29-DEC-2016,INE482B01010,10,TERASOFT.NS,TERASOFT,Tera Software Limited,Technology,Information Technology Services
TEXRAIL.NS,EQ,03-MAR-2011,INE621L01012,1,TEXRAIL.NS,TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Railroads
